acc,val_acc,test_acc
0.26130555555555557,0.3267500009536743,0.0007
0.32690277783075966,0.33750000047683715,0.0011
0.3484444446033902,0.36037500023841856,0.002
0.37866666658719383,0.38462499952316287,0.0026
0.40599999997350905,0.4233749995231628,0.0039
0.4338472221692403,0.4516250009536743,0.0054
0.4481527777777778,0.47350000047683716,0.007
0.46647222248713177,0.4646249985694885,0.0053
0.4720416666666667,0.47362499952316284,0.008
0.48165277780426874,0.47775,0.0061
0.48824999989403617,0.494,0.0072
0.49670833338631526,0.492,0.0084
0.5015694444444444,0.5154999980926513,0.0079
0.5016944445504082,0.49775000095367433,0.0065
0.5051944444444444,0.507875,0.0074
0.5113472222752041,0.5126249990463256,0.0078
0.5167222221692404,0.5197500004768372,0.0079
0.5206111112170749,0.5198750014305115,0.0105
0.5220972222222222,0.5126250004768371,0.0099
0.5254305556085375,0.5335,0.0114
0.5282499997880724,0.5393749990463257,0.01
0.5354444444974263,0.5276250019073486,0.0106
0.5305555556615194,0.5368750004768371,0.0105
0.5291527777777778,0.5275000023841858,0.0112
0.5411250001059638,0.540875,0.0139
0.5425972223811679,0.5365000004768372,0.0119
0.543736111164093,0.5478749995231629,0.0118
0.5477500002119277,0.5327499990463257,0.0121
0.5529166668785943,0.55725,0.0176
0.5468472223811679,0.5570000004768372,0.0158
0.5563750003178914,0.5533749985694886,0.0169
0.5535138889418708,0.5517500009536743,0.0175
0.5644722222222223,0.55525,0.0173
0.5677361113230387,0.5496250009536743,0.0182
0.563194444656372,0.5496249980926514,0.0205
0.5755,0.55875,0.0212
0.5703472222222222,0.5649999995231628,0.0276
0.5832083333863153,0.5593750009536743,0.0285
0.5779444444974263,0.5700000009536743,0.0269
0.5819305555555555,0.5756249995231628,0.028
0.5895138889418708,0.58625,0.0332
0.5952916669315762,0.5897499990463256,0.0359
0.596847222328186,0.5820000019073487,0.0356
0.601958333492279,0.5739999990463257,0.0327
0.6060972222222222,0.5900000009536743,0.0416
0.6074166665607028,0.5832500014305114,0.041
0.6139444444974264,0.5886250009536743,0.0465
0.6175138889948527,0.6103750019073486,0.0526
0.615375,0.6149999995231629,0.0507
0.6268611110051473,0.601125,0.0544
0.6221250001589457,0.6021250009536743,0.0545
0.6333888888888889,0.6207500009536743,0.0631
0.6345000002119277,0.625125,0.0718
0.6395972224871318,0.6155000009536743,0.0692
0.648402777671814,0.6188750009536743,0.0736
0.6507638886769612,0.6355000009536743,0.0877
0.6585416667196485,0.6340000014305115,0.0783
0.661402777671814,0.624875,0.082
0.6726111111111112,0.6622500009536744,0.1182
0.6753333330684238,0.6475000004768372,0.1026
0.6856944444974263,0.6450000009536743,0.1124
0.6927083332803514,0.6780000004768372,0.1501
0.7015138890478346,0.6772500009536743,0.1422
0.7107500002119276,0.6826250028610229,0.1605
0.7132777778837416,0.7060000009536743,0.1943
0.7309861112700569,0.6993750009536743,0.1751
0.7434861113230388,0.7148750019073487,0.2105
0.7516111112170749,0.7155,0.22
0.7657222221162584,0.7291250004768371,0.2467
0.7637361110051473,0.7398750019073487,0.2711
0.7806805556085374,0.7611250019073487,0.298
0.7950277780426873,0.7768750019073486,0.3088
0.803347222328186,0.7873750004768372,0.3468
0.8132638887829251,0.7951250033378601,0.3594
0.8244583333863152,0.7848749980926514,0.3531
0.8313194448153178,0.8176249980926513,0.413
0.8352083332273695,0.79725,0.3784
0.8400694445504082,0.8191250004768371,0.4141
0.8474305557145013,0.8312499976158142,0.4592
0.8611666666666666,0.8277500009536743,0.4556
0.8612222225401137,0.8518750038146973,0.5001
0.8761388891008165,0.8475000019073486,0.4949
0.8853333334392971,0.8580000038146973,0.5291
0.883805555820465,0.8493749990463256,0.5211
0.8922777777247959,0.8660000009536744,0.5554
0.8885694446033902,0.858625,0.5258
0.8969722224341499,0.8725000019073487,0.5599
0.9023472222752041,0.8677500019073486,0.5628
0.9000694444444445,0.8851249995231628,0.6119
0.9119583334392971,0.8926250004768371,0.6194
0.9141666668785943,0.9007500023841858,0.6386
0.9194583332273695,0.8911250019073487,0.6361
0.9260416665607029,0.8979999985694885,0.6579
0.9180555556615194,0.8798750014305114,0.611
0.9213194445504083,0.8982499990463256,0.6494
0.9361666666666667,0.9119999976158142,0.6898
0.9389583332803514,0.9066250009536743,0.6854
0.9360555557674832,0.90975,0.6803
0.940166666507721,0.9190000009536743,0.7139
0.9446666667726304,0.903125,0.6749
