acc,val_acc,test_acc
0.29352083333333334,0.3336875,0.0004
0.36770833333333336,0.401125,0.0037
0.4224791666666667,0.4643125,0.0054
0.4651180555555556,0.4623125,0.0056
0.4793125,0.468125,0.0065
0.48833333333333334,0.4815,0.006
0.4935763888888889,0.483875,0.008
0.5005902777777778,0.4910625,0.0082
0.5109444444444444,0.482875,0.0085
0.5145138888888889,0.5110625,0.0086
0.5201875,0.5004375,0.0071
0.5253125,0.525,0.0114
0.5315208333333333,0.496875,0.009
0.5333055555555556,0.54,0.0128
0.5447291666666667,0.5244375,0.0131
0.5459513888888889,0.53625,0.0157
0.5513888888888889,0.5465,0.0184
0.5500972222222222,0.5343125,0.0117
0.5585763888888889,0.55,0.018
0.5599027777777777,0.55075,0.0182
0.5706944444444444,0.5589375,0.0225
0.5689722222222222,0.583625,0.03
0.5792777777777778,0.558,0.0243
0.5835486111111111,0.59175,0.0389
0.5878472222222222,0.578,0.0273
0.5975069444444444,0.586625,0.0391
0.6010694444444444,0.5945,0.0436
0.6039583333333334,0.6108125,0.053
0.6059930555555556,0.58525,0.0419
0.6229027777777778,0.617875,0.0677
0.6284375,0.6166875,0.0688
0.6337430555555555,0.6431875,0.0936
0.645375,0.646,0.0916
0.6533333333333333,0.6655625,0.1284
0.6689166666666667,0.6695625,0.1259
0.6753611111111111,0.6510625,0.132
0.6842708333333334,0.6820625,0.137
0.7055,0.6961875,0.1746
0.7257152777777778,0.706,0.2015
0.7371041666666667,0.7419375,0.2595
0.7566805555555556,0.7585,0.3088
0.7714166666666666,0.7594375,0.2833
0.7819722222222222,0.7883125,0.3643
0.8077638888888888,0.790625,0.3604
0.8160138888888889,0.8145625,0.4152
0.8306388888888889,0.7650625,0.2983
0.8414583333333333,0.813875,0.4005
0.853875,0.84675,0.491
0.8622083333333334,0.8635625,0.5268
0.8725902777777778,0.8759375,0.57
0.8794583333333333,0.8848125,0.5994
0.8856666666666667,0.8704375,0.5423
0.8919722222222223,0.8696875,0.5437
0.893125,0.8861875,0.6011
0.8983055555555556,0.90425,0.66
0.9050625,0.8945,0.625
0.9155902777777778,0.8919375,0.6219
0.9172152777777778,0.908125,0.68
0.9201666666666667,0.9011875,0.6479
0.9218263888888889,0.898375,0.6405
0.9311875,0.9321875,0.7524
0.9277013888888889,0.9093125,0.6853
0.9334722222222223,0.9205,0.7043
0.9324027777777778,0.93275,0.7661
0.9407430555555556,0.9366875,0.7721
0.951,0.9294375,0.7468
0.946875,0.9366875,0.782
0.9484305555555556,0.953625,0.8307
0.9528958333333334,0.929,0.7564
0.954875,0.9486875,0.8133
0.9559791666666667,0.954875,0.8369
0.9604722222222222,0.954375,0.8508
0.9629027777777778,0.9530625,0.8493
0.9640902777777778,0.960625,0.8663
0.9671666666666666,0.954375,0.8384
0.9657777777777777,0.9530625,0.8348
0.9714722222222222,0.9569375,0.8518
0.9702986111111112,0.9424375,0.7985
0.9695416666666666,0.949625,0.8267
0.9745625,0.957625,0.8572
0.9778472222222222,0.959625,0.8665
0.9729861111111111,0.9705625,0.9012
0.9747430555555555,0.934875,0.7825
0.9739305555555555,0.9774375,0.9203
0.9811388888888889,0.98025,0.9302
0.9761527777777778,0.970875,0.9012
0.9749444444444444,0.9701875,0.8952
0.9873194444444444,0.9770625,0.9231
0.9883888888888889,0.9718125,0.8971
0.9730694444444444,0.9694375,0.887
0.9865972222222222,0.9753125,0.922
0.9866875,0.9799375,0.933
0.9851388888888889,0.977875,0.9283
0.9776319444444445,0.98275,0.9452
0.9889930555555555,0.9810625,0.939
0.9896388888888888,0.9855,0.9447
0.9867638888888889,0.9473125,0.8215
0.9751875,0.9864375,0.9494
0.9911180555555555,0.984875,0.9481
0.9784097222222222,0.9216875,0.724
